Year,ID2,Latitude,Longitude,TopDepth,BottomDepth,Horizon,BulkDensity,dC13,dC13AcidWashed,TNConc,TNConcAcidWashed,TCConc,TCConcAcidWashed,TocConc,TocStock,TicConc,TicStock,TNStock,pH
1998,11,46.77865799993266,-117.08333399999816,62,93,Bw1,1.4973828442883201,,,0.03957,,0.42476,,0.42476,19.716878445137112,0,0,1.8367946136031532,6.57
1998,11,46.77865799993266,-117.08333399999816,93,153,Bw2,1.6793376255621761,,,0.02832,,0.26959,,0.26959,27.163957828518427,0,0,2.8535304933552497,6.71
1998,13,46.778763999934995,-117.08249800000364,0,10,Ap,1.35008136080245,,,0.12771,,1.5841,,1.5841,21.386638836471615,0,0,1.7241889058808086,5.42
1998,13,46.778763999934995,-117.08249800000364,10,20,Ap,1.35008136080245,,,0.10718,,1.3532,,1.3532,18.26930097437875,0,0,1.4470172025080659,5.52
1998,13,46.778763999934995,-117.08249800000364,20,30,Ap,1.35008136080245,,,0.10634,,1.1622,,1.1622,15.690645575246073,0,0,1.4356765190773255,6.17
1998,13,46.778763999934995,-117.08249800000364,30,48,A,1.4236583864428949,,,0.07525,,0.98665,,0.98665,25.283745845709888,0,0,1.9283452844369011,6.22
1998,13,46.778763999934995,-117.08249800000364,48,77,AB,1.4739754493858892,,,0.05326,,0.66304,,0.66304,28.34183577686378,0,0,2.2766140405944815,6.4
1998,13,46.778763999934995,-117.08249800000364,77,105,Btb1,1.59379527742598,,,0.0401,,0.35529,,0.35529,15.855266675266938,0,0,1.78951333749389,6.57
1998,13,46.778763999934995,-117.08249800000364,105,153,Btb2,1.6381616441713662,,,0.02916,,0.3177,,0.3177,24.981309808955665,0,0,2.292902090113778,6.74
1998,15,46.7787069999349,-117.08124400000357,0,10,Ap,1.2603607086596509,,,0.1215,,1.4199,,1.4199,17.895861702258383,0,0,1.5313382610214759,5.74
1998,15,46.7787069999349,-117.08124400000357,10,20,Ap,1.2603607086596509,,,0.11613,,1.363,,1.363,17.178716459031037,0,0,1.4636568909664525,5.83
1998,15,46.7787069999349,-117.08124400000357,20,30,Ap,1.2603607086596509,,,0.10916,,1.0889,,1.0889,13.724067756594938,0,0,1.3758097495728747,6.74
1998,15,46.7787069999349,-117.08124400000357,30,40,A,1.2686802608332695,,,0.06728,,0.97545,,0.97545,12.375341604298127,0,0,0.8535680794886237,6.1
1998,15,46.7787069999349,-117.08124400000357,40,64,BE,1.4278325191507557,,,0.04265,,0.65592,,0.65592,22.477053743072727,0,0,1.4615293666027136,6.11
1998,15,46.7787069999349,-117.08124400000357,64,79,E,1.590817632389634,,,0.03396,,0.34483,,0.34483,8.228424662653763,0,0,0.8103625019392794,6.2
1998,15,46.7787069999349,-117.08124400000357,79,110,Btb1,1.6469503012368274,,,0.03297,,0.34275,,0.34275,17.4992586882166,0,0,1.6832984943851241,5.81
1998,15,46.7787069999349,-117.08124400000357,110,153,Btb2,1.670535186081484,,,0.03433,,0.30275,,0.30275,21.74744468620528,0,0,2.466027336341626,5.81
1998,17,46.77879699993179,-117.07998999999812,0,10,Ap,1.3226097241872472,,,0.1831,,2.6582,,2.6582,35.157611688345405,0,0,2.4216984049868504,5.25
1998,17,46.77879699993179,-117.07998999999812,10,20,A1,1.3226097241872472,,,0.18014,,2.5735,,2.5735,34.03736125195881,0,0,2.382549157150907,5
1998,17,46.77879699993179,-117.07998999999812,20,30,A1,1.3515977110212063,,,0.15725,,2.1489,,2.1489,29.044483212134697,0,0,2.1253874005808466,5.68
1998,17,46.77879699993179,-117.07998999999812,30,33,A1,1.3488721508991837,,,0.15725,,2.1489,,2.1489,8.695774095201767,0,0,0.6363304371866899,5.68
1998,17,46.77879699993179,-117.07998999999812,33,65,A2,1.0497093335414434,,,0.1747,,2.0315,,2.0315,68.23950435486215,0,0,5.868295058230085,5.89
1998,17,46.77879699993179,-117.07998999999812,65,86,AB,1.108553442039436,,,0.123,,1.3362,,1.3362,31.106231294314984,0,0,2.8633935407878637,6.41
1998,17,46.77879699993179,-117.07998999999812,86,153,Bw,1.512193702009989,,,0.10671,,1.0034,,1.0034,101.66145575998713,0,0,10.811534726079556,6.11
1998,19,46.778826619173316,-117.08846626321171,0,10,Ap,1.4705569994759666,,,0.12804,,1.4953,,1.4953,21.989238813164132,0,0,1.8829011821290276,4.61
1998,19,46.778826619173316,-117.08846626321171,10,20,Ap,1.5973997038425876,,,0.1076,,1.0608,,1.0608,16.94521605836217,0,0,1.7188020813346243,5.22
1998,19,46.778826619173316,-117.08846626321171,20,30,Ap,1.6224868920384545,,,0.09639,,0.93271,,0.93271,15.133097490731867,0,0,1.5639151152358663,6.01
1998,19,46.778826619173316,-117.08846626321171,30,48,A,1.529982935555068,,,0.08354,,0.77583,,0.77583,21.366119896050392,0,0,2.3006659398528666,5.63
1998,19,46.778826619173316,-117.08846626321171,48,64,Bw,1.5512302909894071,,,0.06205,,0.47293,,0.47293,11.737973464281927,0,0,1.5400614328942832,5.9
1998,19,46.778826619173316,-117.08846626321171,64,82,EB,1.6079530850053791,,,0.03796,,0.32572,,0.32572,9.42736461926314,0,0,1.0986821839224754,6.15
1998,19,46.778826619173316,-117.08846626321171,82,110,Btb1,1.6661129631863663,,,0.04178,,0.29312,,0.29312,13.674388889537253,0,0,1.9490855888539387,6
1998,19,46.778826619173316,-117.08846626321171,110,127,Btb2,1.6035011332490945,,,0.03169,,0.25434,,0.25434,6.93318612991977,0,0,0.8638541655152846,6.19
1998,19,46.778826619173316,-117.08846626321171,127,153,Btb3,1.636818788575082,,,0.02888,,0.23001,,0.23001,9.78860192856402,0,0,1.2290544919652575,6.29
1998,21,46.77884199993136,-117.08764599999684,0,10,Ap,1.3323395426348021,,,0.10288,,1.1876,,1.1876,15.822864408330908,0,0,1.3707109214626843,5.3
1998,21,46.77884199993136,-117.08764599999684,10,20,A,1.3323395426348021,,,0.09916,,1.1692,,1.1692,15.577713932486107,0,0,1.32114789047667,5.89
1998,21,46.77884199993136,-117.08764599999684,20,30,A,1.3323395426348021,,,0.08781,,0.84193,,0.84193,11.217366311305192,0,0,1.16992735238762,6.34
1998,21,46.77884199993136,-117.08764599999684,30,49,AB,1.3008510321319724,,,0.07683,,0.67638,,0.67638,16.717522801155045,0,0,1.8989433111752891,6.32
1998,21,46.77884199993136,-117.08764599999684,49,69,Bw,1.2528387352176147,,,0.06646,,0.65109,,0.65109,16.314215442256735,0,0,1.6652732468512537,6.48
1998,21,46.77884199993136,-117.08764599999684,69,114,Bwk1,1.2708576785772303,,-24.0314348,0.03639,0.03134033905026272,1.0065,0.25029757774032585,0.25029757774032585,14.314166937025846,0.7562024222596742,43.24615446993336,2.081092991554143,7.71
1998,21,46.77884199993136,-117.08764599999684,114,153,Bwk2,1.4341243946410558,,-22.892189200000004,0.03908,0.023308144555902476,0.8277,0.1458969972762904,0.1458969972762904,8.160143273053503,0.6818030027237096,38.133822423278176,2.185777672360326,7.68
1998,23,46.77900277872108,-117.08683096836633,0,10,Ap,1.4308403408442805,,,0.11695,,1.6208,,1.6208,23.191060244404092,0,0,1.6733677786173862,5.42
1998,23,46.77900277872108,-117.08683096836633,10,20,Ap,1.4308403408442805,,,0.11094,,1.2525,,1.2525,17.92127526907461,0,0,1.5873742741326449,5.81
1998,23,46.77900277872108,-117.08683096836633,20,30,Ap,1.4308403408442805,,,0.08581,,0.77604,,0.77604,11.103893381087953,0,0,1.227804096478477,6.44
1998,23,46.77900277872108,-117.08683096836633,30,37,A,1.4016164077194064,,,0.07652,,0.71731,,0.71731,7.0377542579484516,0,0,0.7507618126308229,0
1998,23,46.77900277872108,-117.08683096836633,37,59,BA,1.515226633861169,,,0.0514,,0.50858,,0.50858,16.953507151880494,0,0,1.71341827757021,6.35
1998,23,46.77900277872108,-117.08683096836633,59,79,Bw1,1.5222927579759857,,,0.04102,,0.37668,,0.37668,11.468344721487886,0,0,1.2488889786434987,6.48
1998,23,46.77900277872108,-117.08683096836633,79,122,Bw2,1.5942758468771743,,,0.03788,,0.2896,,0.2896,19.853198265992077,0,0,2.596820270427416,6.58
1998,23,46.77900277872108,-117.08683096836633,122,153,Bw3,1.6362433334295183,,,0.02684,,0.24659,,0.24659,12.507918551301934,0,0,1.3614199031466965,6.54
1998,25,46.77904699993503,-117.08597400000059,0,10,Ap,1.340012025890818,,,0.13467,,2.2021,,2.2021,29.508404822141703,0,0,1.8045941952671645,5.5
1998,25,46.77904699993503,-117.08597400000059,10,20,AB,1.340012025890818,,,0.10529,,1.5758,,1.5758,21.11590950398751,0,0,1.4108986620604422,5.76
1998,25,46.77904699993503,-117.08597400000059,20,30,AB,1.340012025890818,,,0.08538,,1.0994,,1.0994,14.732092212643652,0,0,1.1441022677055803,6.34
1998,25,46.77904699993503,-117.08597400000059,30,33,AB,1.3360792598539786,,,0.08538,,1.0994,,1.0994,4.406656614850392,0,0,0.34222334161899803,6.34
1998,25,46.77904699993503,-117.08597400000059,33,58,Bw,1.4216363832504166,,,0.07085,,0.66706,,0.66706,23.70791914527557,0,0,2.5180734438323005,6
1998,25,46.77904699993503,-117.08597400000059,58,88,EB1,1.5791457992173727,,,0.0747,,0.36239,,0.36239,17.16799938535151,0,0,3.5388657360461324,6.21
1998,25,46.77904699993503,-117.08597400000059,88,106,EB2,1.584659256137928,,,0.04996,,0.3163,,0.3163,9.02209900889568,0,0,1.425052375859716,6.27
1998,25,46.77904699993503,-117.08597400000059,106,153,Btb,1.6480289018145635,,,0.04032,,0.3124,,0.3124,24.197678759562876,0,0,3.12308069009467,6.05
1998,27,46.77906281906668,-117.08511703761206,0,10,Ap,1.273464228595378,,,0.15476,,2.1726,,2.1726,27.66728383046318,0,0,1.970813240174207,5.5
1998,27,46.77906281906668,-117.08511703761206,10,20,Ap,1.273464228595378,,,0.16272,,2.0889,,2.0889,26.601394271128854,0,0,2.0721809927703987,5.19
1998,27,46.77906281906668,-117.08511703761206,20,30,Ap,1.273464228595378,,,0.11084,,1.3829,,1.3829,17.61073681724548,0,0,1.4115077509751168,5.78
1998,27,46.77906281906668,-117.08511703761206,30,41,BA,1.3809137675947731,,,0.07171,,0.74701,,0.74701,11.347120328840687,0,0,1.089278589016433,5.96
1998,27,46.77906281906668,-117.08511703761206,41,62,Bw1,1.3821700294128636,,,0.05605,,0.49389,,0.49389,14.335439072361101,0,0,1.6268832331204113,6.25
1998,27,46.77906281906668,-117.08511703761206,62,96,Bw2,1.3456553127281703,,,0.03874,,0.43414,,0.43414,19.86289511390547,0,0,1.7724433517130367,6.52
1998,27,46.77906281906668,-117.08511703761206,96,128,Bw3,1.296442585532438,,,0.03504,,0.31448,,0.31448,13.046568457543714,0,0,1.453675142305812,6.83
1998,27,46.77906281906668,-117.08511703761206,128,153,Bk,1.281134594700893,,-24.163044399999997,0.03454,0.03104823022826647,0.48861,0.2571050225273903,0.2571050225273903,8.234653470779804,0.23150497747260967,7.414725887140279,1.106259722524221,7.09
1998,29,46.7790069999304,-117.08430200000468,0,10,Ap,1.3293190216669446,,,0.13583,,1.8022,,1.8022,23.956987408481677,0,0,1.805614027130211,5.5
1998,29,46.7790069999304,-117.08430200000468,10,20,Ap,1.3293190216669446,,,0.14854,,2.0231,,2.0231,26.893453127343953,0,0,1.9745704747840795,5.2
1998,29,46.7790069999304,-117.08430200000468,20,30,Ap,1.3293190216669446,,,0.11651,,1.2512,,1.2512,16.632439599096813,0,0,1.5487895921441572,5.76
1998,29,46.7790069999304,-117.08430200000468,30,50,AB,1.37,,,0.06465,,0.65557,,0.65557,17.962618000000003,0,0,1.77141,6.45
1998,29,46.7790069999304,-117.08430200000468,50,68,Bw1,1.500073715122376,,,0.04473,,0.50678,,0.50678,13.68373243229492,0,0,1.2077693509936298,6.59
1998,29,46.7790069999304,-117.08430200000468,68,92,Bw2,1.3731119646577667,,,0.05842,,0.57081,,0.57081,18.8108649731112,0,0,1.9252128234073616,6.59
1998,29,46.7790069999304,-117.08430200000468,92,137,Ck1,1.45,,-23.7928924,0.08703,0.030797456948338006,1.6804,0.21798508209851822,0.21798508209851822,14.223526606928317,1.4624149179014816,95.42257339307169,5.678707499999999,7.49
1998,29,46.7790069999304,-117.08430200000468,137,153,Ck2,1.5294337523131245,,-23.501911800000002,0.0241,0.024151097074468084,0.74699,0.16002177526595746,0.16002177526595746,3.915883267149133,0.5869682247340426,14.363664231096962,0.5897496548919409,7.6
1998,31,46.77902299993373,-117.08346599999622,0,10,Ap,1.347455266705873,,,0.14997,,2.0705,,2.0705,27.8990612971451,0,0,2.020778663478797,5.31
1998,31,46.77902299993373,-117.08346599999622,10,20,Ap,1.347455266705873,,,0.1485,,1.8869,,1.8869,25.425133427473117,0,0,2.000971071058221,5.49
1998,31,46.77902299993373,-117.08346599999622,20,30,Ap,1.347455266705873,,,0.12006,,1.2202,,1.2202,16.441649164345062,0,0,1.6177547932070713,6.2
1998,31,46.77902299993373,-117.08346599999622,30,40,A1,1.3441158835196003,,,0.07901,,0.88268,,0.88268,11.864242080650808,0,0,1.0619859595688361,6.42
1998,31,46.77902299993373,-117.08346599999622,40,57,A2,1.4214140986444905,,,0.05871,,0.57833,,0.57833,13.974789066374157,0,0,1.4186707694341067,6.66
1998,31,46.77902299993373,-117.08346599999622,57,88,Bw1,1.4764380337061143,,,0.03979,,0.37929,,0.37929,17.359943635936155,0,0,1.821171550196155,6.97
1998,31,46.77902299993373,-117.08346599999622,88,127,Bw2,1.6366234719059403,,,0.02864,,0.25512,,0.25512,16.2838798259531,0,0,1.828042953180059,7.02
1998,31,46.77902299993373,-117.08346599999622,127,153,Bwb,1.623464853728706,,,0.01597,,0.21017,,0.21017,8.871293816012216,0,0,0.6740950765652333,7.05
1998,33,46.7790129999361,-117.08263000000014,0,10,Ap,1.3282207404356081,,,0.14061,,2.1946,,2.1946,29.149132369599855,0,0,1.8676111831265088,5.22
1998,33,46.7790129999361,-117.08263000000014,10,20,AB,1.3282207404356081,,,0.0836,,0.71011,,0.71011,9.431828299907298,0,0,1.1103925390041685,6.29
1998,33,46.7790129999361,-117.08263000000014,20,30,AB,1.3282207404356081,,,0.07506,,1.7161,,1.7161,22.793596126615473,0,0,0.9969624877709675,7.28
1998,33,46.7790129999361,-117.08263000000014,30,59,Bk,1.3380530094143217,,-23.781604000000005,0.039,0.030589684033478837,1.448,0.21693124023867685,0.21693124023867685,8.417699466282942,1.231068759761323,47.769822505043244,1.513337953647598,7.5
1998,33,46.7790129999361,-117.08263000000014,59,96,Bk2,1.4046557265396036,,-23.250002800000004,0.02909,0.01998875995900691,0.52905,0.1207985387946709,0.1207985387946709,6.278173293195384,0.4082514612053291,21.217751855458374,1.5118730981463715,7.82
1998,33,46.7790129999361,-117.08263000000014,96,135,Bk3,1.5093142332165161,,-23.3764714,0.02618,0.01952461057093833,0.34317,0.12816589846247015,0.12816589846247015,7.54426197573317,0.21500410153752983,12.655841275370392,1.5410400183987274,7.1
1998,33,46.7790129999361,-117.08263000000014,135,153,Bk4,1.5040768848275183,,-23.220330000000004,0.02411,0.01912137875948512,0.4334,0.14476974593714478,0.14476974593714478,3.9194069127554165,0.28863025406285525,7.81419768116102,0.6527392864774464,7.42
1998,35,46.778851999935846,-117.08179400000537,0,10,Ap,1.4253166065170912,,,0.11257,,1.5659,,1.5659,22.319032741451135,0,0,1.60447890395629,5.56
1998,35,46.778851999935846,-117.08179400000537,10,20,A1,1.4253166065170912,,,0.11005,,1.3236,,1.3236,18.86549060386022,0,0,1.5685609254720592,5.63
1998,35,46.778851999935846,-117.08179400000537,20,30,A1,1.4253166065170912,,,0.1045,,1.0707,,1.0707,15.260864905978497,0,0,1.4894558538103602,6.31
1998,35,46.778851999935846,-117.08179400000537,30,45,A2,1.4157337750447931,,,0.0978,,0.86202,,0.86202,18.30586243146169,0,0,2.076881447990712,6.36
1998,35,46.778851999935846,-117.08179400000537,45,70,AB,1.4267492903771286,,,0.06462,,0.69437,,0.69437,24.767297618979168,0,0,2.3049134786042513,6.45
1998,35,46.778851999935846,-117.08179400000537,70,87,B/C,1.820066026244715,,,0.04611,,0.31105,,0.31105,9.624236136878116,0,0,1.4266951559924446,6.57
1998,35,46.778851999935846,-117.08179400000537,87,121,Ab,1.6068318210562895,,,0.03494,,0.28951,,0.28951,15.816591937476215,0,0,1.9088519301420297,6.46
1998,35,46.778851999935846,-117.08179400000537,121,153,Btb,1.606292822209316,,,0.03147,,0.22016,,0.22016,11.316525687603294,0,0,1.6176011236776695,6.61
1998,37,46.7789929999345,-117.08095799999668,0,10,Ap,1.4001628126170156,,,0.14839,,2.2554,,2.2554,31.57927207576417,0,0,2.077701597642389,5.83
1998,37,46.7789929999345,-117.08095799999668,10,20,A,1.4001628126170156,,,0.13575,,1.835,,1.835,25.692987611522238,0,0,1.900721018127599,6.1
1998,37,46.7789929999345,-117.08095799999668,20,30,A,1.4001628126170156,,,0.10132,,1.3675,,1.3675,19.147226462537688,0,0,1.41864496174356,6.49
1998,37,46.7789929999345,-117.08095799999668,30,42,AE,1.4519333723043584,,,0.05291,,0.55572,,0.55572,9.682420963883736,0,0,0.921861536743483,6.65
1998,37,46.7789929999345,-117.08095799999668,42,69,Bw,1.3756557799067795,,,0.04042,,0.41447,,0.41447,15.394537379644998,0,0,1.5013081788434646,6.8
1998,37,46.7789929999345,-117.08095799999668,69,98,Btk1,1.6054483808223083,,,0.0317,,0.31485,,0.31485,14.658787258355211,0,0,1.475888696489948,7.73
1998,37,46.7789929999345,-117.08095799999668,98,140,Btk2,1.6764552433805107,,,0.021,,0.235,,0.235,16.54661325216564,0,0,1.4786335246616105,7.66
1998,37,46.7789929999345,-117.08095799999668,140,153,Btb,1.7333449471503015,,,0.02554,,0.24569,,0.24569,5.536251760849647,0,0,0.5755051893528431,7.62
1998,39,46.77911199993587,-117.08012199999722,0,10,Ap,1.5323952323303527,,,0.12592,,1.8459,,1.8459,28.28648359358598,0,0,1.9295920765503805,5.75
1998,39,46.77911199993587,-117.08012199999722,10,20,Ap,1.5323952323303527,,,0.10452,,1.3098,,1.3098,20.071312753062962,0,0,1.6016594968316846,5.93
1998,39,46.77911199993587,-117.08012199999722,20,30,Ap,1.5323952323303527,,,0.05628,,0.49375,,0.49375,7.566201459631117,0,0,0.8624320367555224,7.55
1998,39,46.77911199993587,-117.08012199999722,30,38,A,1.5022201502989196,,,0.04217,,0.46638,,0.46638,5.604843469571281,0,0,0.5067889899048436,7.52
1998,39,46.77911199993587,-117.08012199999722,38,54,Btk1,1.5326596656294513,,,0.03707,,0.3993,,0.3993,9.791856071773438,0,0,0.9090511008781401,7.73
1998,39,46.77911199993587,-117.08012199999722,54,78,Btk2,1.558044879486495,,,0.03437,,0.32975,,0.32975,12.330367176256122,0,0,1.2852000601908198,7.75
1998,39,46.77911199993587,-117.08012199999722,78,123,Btb1,1.6562597588670593,,,0.02468,,0.22276,,0.22276,16.602679074835176,0,0,1.8394420881977558,7.09
1998,39,46.77911199993587,-117.08012199999722,123,153,Btb2,1.7152694642506185,,,0.02369,,0.24306,,0.24306,12.50740187942266,0,0,1.2190420082429145,7.02
1998,41,46.77904699992864,-117.0792860000058,0,10,Ap,1.2,,,0.16803,,2.327,,2.327,27.924,0,0,2.01636,5.32
1998,41,46.77904699992864,-117.0792860000058,10,20,A,1.2,,,0.15878,,2.3294,,2.3294,27.9528,0,0,1.90536,5.44
1998,41,46.77904699992864,-117.0792860000058,20,30,A,1.1935649214517985,,,0.14429,,1.8906,,1.8906,22.5655384049677,0,0,1.7221948251628,6.24
1998,41,46.77904699992864,-117.0792860000058,30,66,AB,1.1869861879765518,,,0.10407,,1.1935,,1.1935,51.00004855260052,0,0,4.447067492977911,6.48
1998,41,46.77904699992864,-117.0792860000058,66,105,Bw,1.5194870759100982,,,0.05765,,0.56268,,0.56268,33.34441452705067,0,0,3.416338767122469,6.55
1998,41,46.77904699992864,-117.0792860000058,105,153,Btb,1.5753005965983826,,,0.0403,,0.38652,,0.38652,29.226488956665925,0,0,3.047261474059911,6.33
1998,43,46.77915299992836,-117.08831800000448,0,10,Ap,1.4201341222015398,,,0.11274,,1.4277,,1.4277,20.275254862671378,0,0,1.601059209370016,5.03
1998,43,46.77915299992836,-117.08831800000448,10,20,Ap,1.4201341222015398,,,0.12642,,2.073,,2.073,29.439380353237922,0,0,1.7953335572871865,5.15
1998,43,46.77915299992836,-117.08831800000448,20,30,Ap,1.4201341222015398,,,0.11631,,1.4079,,1.4079,19.99406830647548,0,0,1.6517579975326109,5.15
1998,43,46.77915299992836,-117.08831800000448,30,36,A1,1.4311070129866672,,,0.1187,,1.2776,,1.2776,10.970293918750597,0,0,1.0192344146491044,4.94
1998,43,46.77915299992836,-117.08831800000448,36,68,A2,1.4644162768481808,,,0.11422,,1.3014,,1.3014,60.98532296608712,0,0,5.352500068531175,5.05
1998,43,46.77915299992836,-117.08831800000448,68,89,BE,1.4065005560931652,,,0.10945,,1.01,,1.01,29.831876794736033,0,0,3.2327712031523363,5.22
1998,43,46.77915299992836,-117.08831800000448,89,119,EB,1.5207483088533307,,,0.06668,,0.56967,,0.56967,25.989740673134303,0,0,3.042104917030203,5.44
1998,43,46.77915299992836,-117.08831800000448,119,153,E,1.6323022488772945,,,0.03932,,0.31944,,0.31944,17.72836943296634,0,0,2.1821922304790773,5.94
1998,45,46.779288328247844,-117.08746351328648,0,10,Ap,1.2848514484078866,,,0.09401,,1.045,,1.045,13.426697635862414,0,0,1.207888846648254,5.37
1998,45,46.779288328247844,-117.08746351328648,10,20,Ap,1.2848514484078866,,,0.07553,,0.71414,,0.71414,9.175638133660081,0,0,0.9704482989824768,6.1
1998,45,46.779288328247844,-117.08746351328648,20,30,Ap,1.2848514484078866,,,0.05667,,0.45309,,0.45309,5.8215334275912936,0,0,0.7281253158127493,6.83
1998,45,46.779288328247844,-117.08746351328648,30,44,BA1,1.3495548389302048,,,0.04681,,0.40446,,0.40446,7.6417733021519485,0,0,0.8844172681445204,6.36
1998,45,46.779288328247844,-117.08746351328648,44,69,BA2,1.2782554020048145,,,0.04786,,0.33219,,0.33219,10.615591549799483,0,0,1.5294325884987603,6.59
1998,45,46.779288328247844,-117.08746351328648,69,105,Bw1,1.34628569450802,,,0.02226,,0.30956,,0.30956,15.003223185308496,0,0,1.0788595041509468,6.89
